"Record.number","In-refID","IndividualID","Predator","Predator.common.name","Predator.taxon","Predator.lifestage","Type.of.feeding.interaction","Predator.mass","Prey","Prey.common.name","Prey.taxon","Prey.mass","Prey.mass.unit","Location"
12898,"n/a",6160,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",5.17E+002,"fish unidentified","fish","ectotherm vertebrate",2.50E+000,"g","Atlantic Ocean"
12899,"n/a",6161,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",4.78E+002,"fish unidentified","fish","ectotherm vertebrate",1.66E+000,"g","Atlantic Ocean"
12900,"n/a",6162,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.42E+001,"fish unidentified","fish","ectotherm vertebrate",2.16E+000,"g","Atlantic Ocean"
12901,"n/a",6163,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",4.78E+002,"fish unidentified","fish","ectotherm vertebrate",2.38E+000,"g","Atlantic Ocean"
12902,"n/a",6164,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.36E+002,"fish unidentified","fish","ectotherm vertebrate",1.11E+000,"g","Atlantic Ocean"
12903,"n/a",6165,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",4.78E+002,"fish unidentified","fish","ectotherm vertebrate",1.95E+000,"g","Atlantic Ocean"
12904,"n/a",6166,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",5.17E+002,"fish unidentified","fish","ectotherm vertebrate",2.70E-001,"g","Atlantic Ocean"
12905,"n/a",6167,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",6.93E+001,"fish unidentified","fish","ectotherm vertebrate",2.16E+000,"g","Atlantic Ocean"
12906,"n/a",6168,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",9.26E+001,"fish unidentified","fish","ectotherm vertebrate",1.76E+000,"g","Atlantic Ocean"
12907,"n/a",6169,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.06E+002,"fish unidentified","fish","ectotherm vertebrate",1.25E+000,"g","Atlantic Ocean"
12908,"n/a",6170,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",5.17E+002,"fish unidentified","fish","ectotherm vertebrate",4.22E+000,"g","Atlantic Ocean"
12909,"n/a",6170,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",5.17E+002,"fish unidentified","fish","ectotherm vertebrate",2.27E+000,"g","Atlantic Ocean"
12910,"n/a",6171,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.72E+002,"fish unidentified","fish","ectotherm vertebrate",3.89E+000,"g","Atlantic Ocean"
12911,"n/a",6172,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.54E+002,"fish unidentified","fish","ectotherm vertebrate",3.43E+000,"g","Atlantic Ocean"
12912,"n/a",6173,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.59E+003,"fish unidentified","fish","ectotherm vertebrate",4.93E+000,"g","Atlantic Ocean"
12913,"n/a",6174,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.06E+002,"fish unidentified","fish","ectotherm vertebrate",6.86E+001,"g","Atlantic Ocean"
12914,"n/a",6175,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.15E+003,"fish unidentified","fish","ectotherm vertebrate",5.83E+001,"g","Atlantic Ocean"
12915,"n/a",6176,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",4.78E+002,"fish unidentified","fish","ectotherm vertebrate",1.95E+000,"g","Atlantic Ocean"
12916,"n/a",6177,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",6.44E+002,"fish unidentified","fish","ectotherm vertebrate",5.12E+000,"g","Atlantic Ocean"
12917,"n/a",6178,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",9.26E+001,"fish unidentified","fish","ectotherm vertebrate",1.52E+001,"g","Atlantic Ocean"
12918,"n/a",6179,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.92E+002,"fish unidentified","fish","ectotherm vertebrate",3.14E+000,"g","Atlantic Ocean"
12919,"n/a",6180,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",2.14E+003,"fish unidentified","fish","ectotherm vertebrate",5.12E+000,"g","Atlantic Ocean"
12920,"n/a",6181,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",6.44E+002,"fish unidentified","fish","ectotherm vertebrate",6.14E+000,"g","Atlantic Ocean"
12921,"n/a",6182,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",4.78E+002,"fish unidentified","fish","ectotherm vertebrate",2.05E+000,"g","Atlantic Ocean"
12922,"n/a",6183,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",4.07E+002,"fish unidentified","fish","ectotherm vertebrate",1.25E+000,"g","Atlantic Ocean"
12923,"n/a",6184,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",4.78E+002,"fish unidentified","fish","ectotherm vertebrate",1.66E+000,"g","Atlantic Ocean"
12924,"n/a",6185,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.92E+002,"fish unidentified","fish","ectotherm vertebrate",2.88E+000,"g","Atlantic Ocean"
12925,"n/a",6186,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.21E+002,"fish unidentified","fish","ectotherm vertebrate",2.16E+000,"g","Atlantic Ocean"
12926,"n/a",6187,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",6.44E+002,"fish unidentified","fish","ectotherm vertebrate",4.57E+000,"g","Atlantic Ocean"
12927,"n/a",6188,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",2.56E+003,"fish unidentified","fish","ectotherm vertebrate",1.33E+001,"g","Atlantic Ocean"
12928,"n/a",6189,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",6.44E+002,"fish unidentified","fish","ectotherm vertebrate",4.22E+000,"g","Atlantic Ocean"
12929,"n/a",6190,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.76E+003,"fish unidentified","fish","ectotherm vertebrate",4.22E+000,"g","Atlantic Ocean"
12930,"n/a",6191,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",4.78E+002,"fish unidentified","fish","ectotherm vertebrate",2.38E+000,"g","Atlantic Ocean"
12931,"n/a",6192,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.72E+002,"fish unidentified","fish","ectotherm vertebrate",1.85E+000,"g","Atlantic Ocean"
12932,"n/a",6193,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.92E+002,"fish unidentified","fish","ectotherm vertebrate",1.52E+001,"g","Atlantic Ocean"
12933,"n/a",6194,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",6.44E+002,"fish unidentified","fish","ectotherm vertebrate",3.73E+000,"g","Atlantic Ocean"
12934,"n/a",6195,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",2.24E+003,"fish unidentified","fish","ectotherm vertebrate",1.73E+001,"g","Atlantic Ocean"
12935,"n/a",6196,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",3.43E+002,"fish unidentified","fish","ectotherm vertebrate",2.20E+001,"g","Atlantic Ocean"
12936,"n/a",6197,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",5.17E+002,"fish unidentified","fish","ectotherm vertebrate",1.95E+000,"g","Atlantic Ocean"
12937,"n/a",6198,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",8.04E+001,"fish unidentified","fish","ectotherm vertebrate",3.43E+000,"g","Atlantic Ocean"
12938,"n/a",6199,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.92E+002,"fish unidentified","fish","ectotherm vertebrate",3.43E+000,"g","Atlantic Ocean"
12939,"n/a",6200,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",6.44E+002,"fish unidentified","fish","ectotherm vertebrate",4.05E+000,"g","Atlantic Ocean"
12940,"n/a",6201,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",5.17E+002,"fish unidentified","fish","ectotherm vertebrate",4.57E+000,"g","Atlantic Ocean"
12941,"n/a",6202,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.06E+002,"fish unidentified","fish","ectotherm vertebrate",3.43E+000,"g","Atlantic Ocean"
12942,"n/a",6203,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",3.74E+002,"fish unidentified","fish","ectotherm vertebrate",1.22E-001,"g","Atlantic Ocean"
12943,"n/a",6204,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",4.78E+002,"fish unidentified","fish","ectotherm vertebrate",2.50E+000,"g","Atlantic Ocean"
12944,"n/a",6205,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",6.44E+002,"fish unidentified","fish","ectotherm vertebrate",3.58E+000,"g","Atlantic Ocean"
12945,"n/a",6206,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",4.78E+002,"fish unidentified","fish","ectotherm vertebrate",2.75E+000,"g","Atlantic Ocean"
12946,"n/a",6207,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",9.26E+001,"fish unidentified","fish","ectotherm vertebrate",9.11E-001,"g","Atlantic Ocean"
12947,"n/a",6208,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.36E+002,"fish unidentified","fish","ectotherm vertebrate",1.11E+000,"g","Atlantic Ocean"
12948,"n/a",6209,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",6.44E+002,"fish unidentified","fish","ectotherm vertebrate",4.75E+000,"g","Atlantic Ocean"
12949,"n/a",6210,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",4.78E+002,"fish unidentified","fish","ectotherm vertebrate",2.50E+000,"g","Atlantic Ocean"
12950,"n/a",6211,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",5.17E+002,"fish unidentified","fish","ectotherm vertebrate",1.73E+001,"g","Atlantic Ocean"
12951,"n/a",6212,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",2.36E+002,"fish unidentified","fish","ectotherm vertebrate",8.57E+000,"g","Atlantic Ocean"
12952,"n/a",6213,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",4.78E+002,"fish unidentified","fish","ectotherm vertebrate",2.38E+000,"g","Atlantic Ocean"
12953,"n/a",6213,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",4.78E+002,"fish unidentified","fish","ectotherm vertebrate",1.95E+000,"g","Atlantic Ocean"
12954,"n/a",6213,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",4.78E+002,"fish unidentified","fish","ectotherm vertebrate",1.95E+000,"g","Atlantic Ocean"
12955,"n/a",6214,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.15E+003,"fish unidentified","fish","ectotherm vertebrate",3.43E+000,"g","Atlantic Ocean"
12956,"n/a",6215,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",2.14E+003,"fish unidentified","fish","ectotherm vertebrate",1.25E+000,"g","Atlantic Ocean"
12957,"n/a",6216,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",5.17E+002,"fish unidentified","fish","ectotherm vertebrate",4.22E+000,"g","Atlantic Ocean"
12958,"n/a",6217,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.15E+003,"fish unidentified","fish","ectotherm vertebrate",5.72E+000,"g","Atlantic Ocean"
12959,"n/a",6218,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.15E+003,"fish unidentified","fish","ectotherm vertebrate",2.75E+000,"g","Atlantic Ocean"
12960,"n/a",6219,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.36E+002,"fish unidentified","fish","ectotherm vertebrate",7.29E+000,"g","Atlantic Ocean"
12961,"n/a",6220,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",2.34E+003,"fish unidentified","fish","ectotherm vertebrate",4.22E+000,"g","Atlantic Ocean"
12962,"n/a",6221,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.21E+002,"fish unidentified","fish","ectotherm vertebrate",4.22E+000,"g","Atlantic Ocean"
12963,"n/a",6222,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.92E+002,"fish unidentified","fish","ectotherm vertebrate",2.62E+000,"g","Atlantic Ocean"
12964,"n/a",6223,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",2.86E+002,"fish unidentified","fish","ectotherm vertebrate",1.33E+001,"g","Atlantic Ocean"
12965,"n/a",6224,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.21E+002,"fish unidentified","fish","ectotherm vertebrate",1.66E+000,"g","Atlantic Ocean"
12966,"n/a",6225,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.76E+003,"fish unidentified","fish","ectotherm vertebrate",3.58E+000,"g","Atlantic Ocean"
12967,"n/a",6225,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.76E+003,"fish unidentified","fish","ectotherm vertebrate",2.46E+001,"g","Atlantic Ocean"
12968,"n/a",6226,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",2.60E+002,"fish unidentified","fish","ectotherm vertebrate",1.41E+000,"g","Atlantic Ocean"
12969,"n/a",6227,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.76E+003,"fish unidentified","fish","ectotherm vertebrate",2.74E+001,"g","Atlantic Ocean"
12970,"n/a",6228,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",3.43E+002,"fish unidentified","fish","ectotherm vertebrate",1.33E+001,"g","Atlantic Ocean"
12971,"n/a",6229,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.15E+003,"fish unidentified","fish","ectotherm vertebrate",5.12E+000,"g","Atlantic Ocean"
12972,"n/a",6230,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.76E+003,"fish unidentified","fish","ectotherm vertebrate",1.95E+001,"g","Atlantic Ocean"
12973,"n/a",6231,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.06E+002,"fish unidentified","fish","ectotherm vertebrate",3.43E+000,"g","Atlantic Ocean"
12974,"n/a",6232,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",6.93E+001,"fish unidentified","fish","ectotherm vertebrate",3.43E+000,"g","Atlantic Ocean"
12975,"n/a",6233,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.92E+002,"fish unidentified","fish","ectotherm vertebrate",6.14E+000,"g","Atlantic Ocean"
12976,"n/a",6234,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",2.13E+002,"fish unidentified","fish","ectotherm vertebrate",1.33E+001,"g","Atlantic Ocean"
12977,"n/a",6235,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",4.64E+003,"fish unidentified","fish","ectotherm vertebrate",1.73E+001,"g","Atlantic Ocean"
12978,"n/a",6236,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.76E+003,"fish unidentified","fish","ectotherm vertebrate",1.33E+001,"g","Atlantic Ocean"
12979,"n/a",6237,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.06E+002,"fish unidentified","fish","ectotherm vertebrate",5.83E+001,"g","Atlantic Ocean"
12980,"n/a",6238,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",9.26E+001,"fish unidentified","fish","ectotherm vertebrate",1.33E-002,"g","Atlantic Ocean"
12981,"n/a",6239,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.21E+002,"fish unidentified","fish","ectotherm vertebrate",3.43E+000,"g","Atlantic Ocean"
12982,"n/a",6240,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",2.13E+002,"fish unidentified","fish","ectotherm vertebrate",7.54E+000,"g","Atlantic Ocean"
12983,"n/a",6241,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.15E+003,"fish unidentified","fish","ectotherm vertebrate",3.43E+000,"g","Atlantic Ocean"
12984,"n/a",6241,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.15E+003,"fish unidentified","fish","ectotherm vertebrate",3.43E+000,"g","Atlantic Ocean"
12985,"n/a",6242,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",1.92E+002,"fish unidentified","fish","ectotherm vertebrate",1.00E+001,"g","Atlantic Ocean"
12986,"n/a",6243,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",2.60E+002,"fish unidentified","fish","ectotherm vertebrate",3.43E+000,"g","Atlantic Ocean"
12987,"n/a",6244,"Pomatomus saltatrix","Bluefish","ectotherm vertebrate","adult","piscivorous",2.31E+001,"fish unidentified","fish","ectotherm vertebrate",5.12E-003,"g","Atlantic Ocean"
